tweet_text,cyberbullying_type,word_count,cleaned_text,label
@chuck_ferrer @LepapillonBlu Desantis assistant in a criminal plea deal today for cyberstalking Rebecah Jones.  Des… https://t.co/sJVhOZ02Z8,Cyberstalking,16,desantis assistant in a criminal plea deal today for cyberstalking rebecah jones  des,0
"Dawn wouldnt be allowed on twitter lolllll tween ass

Dabi would purposefully instigate discourse cyberstalking dox… https://t.co/UwZxbOVTlr",Cyberstalking,17,"dawn wouldnt be allowed on twitter lolllll tween ass

dabi would purposefully instigate discourse cyberstalking dox",0
We have a feminist with 100k followers condoning &amp; amplifying cyberstalking of a sexual assault victim &amp; whistleblo… https://t.co/IxfCEjWpPF,Cyberstalking,19,we have a feminist with 100k followers condoning amp amplifying cyberstalking of a sexual assault victim amp whistleblo,0
@ntyravgdramaqun @dgurdasani1 I haven’t put out any advice about not following the law or any clinical advice. That… https://t.co/KkM1td1yGV,Cyberstalking,19,i havent put out any advice about not following the law or any clinical advice that,0
"#Freshman101:Under new Title IX roll backs, cyberstalking, sextortion, revenge porn, &amp; sexual assaults occurring of… https://t.co/TwzDcsiN4L",Cyberstalking,16,under new title ix roll backs cyberstalking sextortion revenge porn amp sexual assaults occurring of,0
"@grantstern @MalcolmNance Item of interest:  Press secretary for Desantis, Christina Pushaw, stands accused of crim… https://t.co/qqlaWhXG7Q",Cyberstalking,16,item of interest  press secretary for desantis christina pushaw stands accused of crim,0
@jennieuk @dgurdasani1 I haven’t offered any clinical advice. I’m anonymous because I’m a victim of sexual assault.… https://t.co/IEYtXaXPbL,Cyberstalking,18,i havent offered any clinical advice im anonymous because im a victim of sexual assault,0
@GovRonDeSantis Press secretary Christina Pushaw stands accused of criminally violating a Maryland court order to c… https://t.co/CKaC2kO4PD,Cyberstalking,17,press secretary christina pushaw stands accused of criminally violating a maryland court order to c,0
"@hollisings2 .....""After she was charged with violating a temporarily restraining order for cyberstalking Rebekah J… https://t.co/98KhHzqs1h",Cyberstalking,16,after she was charged with violating a temporarily restraining order for cyberstalking rebekah j,0
"How to tell if you're being stalked online on Instagram, Facebook and WhatsApp https://t.co/aoHTSsUUxY",Cyberstalking,14,how to tell if youre being stalked online on instagram facebook and whatsapp,0
@OutbreakJake I’m really upset actually. I think my reasons for being anonymous are possibly some of the best reaso… https://t.co/l6vxhh0qCi,Cyberstalking,20,im really upset actually i think my reasons for being anonymous are possibly some of the best reaso,0
Personally I’d say that amplifying &amp; condoning the harassment &amp; cyberstalking of a woman who is anon because she wh… https://t.co/ZJDilTOZf1,Cyberstalking,21,personally id say that amplifying amp condoning the harassment amp cyberstalking of a woman who is anon because she wh,0
@JRubinBlogger @NoGOPigs @YahooNews I read his assistant is facing criminal charges today for cyberstalking Rebecah Jones.,Cyberstalking,16,i read his assistant is facing criminal charges today for cyberstalking rebecah jones,0
"I actually, genuinely, thought people were more decent than that. 

I thought even with disagreements about covid,… https://t.co/FFO8p1yKha",Cyberstalking,18,"i actually genuinely thought people were more decent than that 

i thought even with disagreements about covid",0
criminal charges against Florida Governor DeSantis' press secretary Christina Pushaw for cyberstalking whistleblowe… https://t.co/oGUxhsluK7,Cyberstalking,14,criminal charges against florida governor desantis press secretary christina pushaw for cyberstalking whistleblowe,0
@GovRonDeSantis Ron Desantis spokesperson is reportedly making a deal with prosecutors in MD this morning to sign a… https://t.co/pr43KHvYYQ,Cyberstalking,19,ron desantis spokesperson is reportedly making a deal with prosecutors in md this morning to sign a,0
@truthbirb @grantstern Besides Cyberstalking is a federal crime.,Cyberstalking,8,besides cyberstalking is a federal crime,0
@ChristinaPushaw How’s that criminal cyberstalking case in Maryland going for you?,Cyberstalking,11,hows that criminal cyberstalking case in maryland going for you,0
Ron Desantis spokesperson is reportedly making a deal with prosecutors in MD this morning to sign a deferred prosec… https://t.co/DYOBc8dIkY,Cyberstalking,20,ron desantis spokesperson is reportedly making a deal with prosecutors in md this morning to sign a deferred prosec,0
@DWUhlfelderLaw his assistant is facing criminal charges today for cyberstalking Rebecah Jones. I'm sure she had help.,Cyberstalking,17,his assistant is facing criminal charges today for cyberstalking rebecah jones im sure she had help,0
@ChristinaPushaw Grant Stern is publishing a story about cyberstalking Rebekah Jones. Think she has a case?,Cyberstalking,16,grant stern is publishing a story about cyberstalking rebekah jones think she has a case,0
"How to tell if you’re being STALKED online on Instagram, Facebook and WhatsApp... - The Sun https://t.co/vZAzcd0mX4… https://t.co/XH2j3fG76H",Cyberstalking,18,how to tell if youre being stalked online on instagram facebook and whatsapp  the sun,0
@milioffuk @SeanFlan45 his assistant is facing criminal charges today for cyberstalking Rebecah Jones....,Cyberstalking,13,his assistant is facing criminal charges today for cyberstalking rebecah jones,0
"Christopher Cantwell, a New Hampshire resident and radio host who became known after participating in a deadly 2017… https://t.co/amdxo5WQ6A",Cyberstalking,19,christopher cantwell a new hampshire resident and radio host who became known after participating in a deadly 2017,0
"@grantstern Now, to connect Pushaw's cyberstalking directly to a DeSantis' command/wish.",Cyberstalking,11,now to connect pushaws cyberstalking directly to a desantis commandwish,0
@TeamYouTube  This channel has been unfairly targeted and terminated. The creator has been subjected to daily haras… https://t.co/Nve6p7DiBv,Cyberstalking,18,this channel has been unfairly targeted and terminated the creator has been subjected to daily haras,0
BIG story coming in the AM about the criminal charges against Florida Governor DeSantis' press secretary Christina… https://t.co/fiUYo3vddN,Cyberstalking,18,big story coming in the am about the criminal charges against florida governor desantis press secretary christina,0
I see my oomfs interact with them and I gotta say something please block @/sharkbratt they’re my ex who has been cy… https://t.co/ieEVj2B6Km,Cyberstalking,23,i see my oomfs interact with them and i gotta say something please block sharkbratt theyre my ex who has been cy,0
i'm cyberstalking a random woman and i think i accidentally RSVPed to her boyfriend's younger brother's wedding rec… https://t.co/J4ZBvRLSy5,Cyberstalking,19,im cyberstalking a random woman and i think i accidentally rsvped to her boyfriends younger brothers wedding rec,0
The Champ - SNL | This will be parody soon enough. As soon as I throw Terry and Laney and the gang in jail for cons… https://t.co/jsiH7gGWv9,Cyberstalking,27,the champ  snl  this will be parody soon enough as soon as i throw terry and laney and the gang in jail for cons,0
@bookednut @JFleckRat @blastedcomb If they were to make another account; you can get authorities involved. This hap… https://t.co/RJmSv3gGBU,Cyberstalking,18,if they were to make another account you can get authorities involved this hap,0
@oooANYAooo …she used our hashtag? and a lot of technotwt checks their indirects to ‘adopt’ new people into the sub… https://t.co/Ekan4Slp1y,Cyberstalking,21,she used our hashtag and a lot of technotwt checks their indirects to adopt new people into the sub,0
when ppl find something offensive your cc did a few awhile back and want an explanation its cyberstalking but now i… https://t.co/7E4nElWlIr,Cyberstalking,22,when ppl find something offensive your cc did a few awhile back and want an explanation its cyberstalking but now i,0
"@michimama75 @smiles_and_nods “No, I just hacked into my ex’s account. Not letting a restraining order stop me! He… https://t.co/8XJ2nIuwrb",Cyberstalking,19,no i just hacked into my exs account not letting a restraining order stop me he,0
"Come join us on a weekly quiz on stalking, cyberstalking, cyberbullying, and safety planning. https://t.co/6Pk9Ea2OXz",Cyberstalking,15,come join us on a weekly quiz on stalking cyberstalking cyberbullying and safety planning,0
"Are you still cyberstalking Jax?

this shit has been going on for 9h and you can't stop doing it huh

and mf, stop… https://t.co/I78mC9cmll",Cyberstalking,24,"are you still cyberstalking jax

this shit has been going on for 9h and you cant stop doing it huh

and mf stop",0
"thats like cyberstalking.. but in real life..

so.. just stalking?

OH YOURE RIGHT",Cyberstalking,13,"thats like cyberstalking but in real life

so just stalking

oh youre right",0
@HuggableHipster Is he local or near by I would file restraining order and if he is not I track down his local coun… https://t.co/X9FfSqjoi9,Cyberstalking,24,is he local or near by i would file restraining order and if he is not i track down his local coun,0
"@CharmCityLamer You're definitely going to jail. Cyberstalking, bullying and you're likely doing what you accuse me of. Enjoy 20 to 30.",Cyberstalking,21,youre definitely going to jail cyberstalking bullying and youre likely doing what you accuse me of enjoy 20 to 30,0
Stuart Commisoner @Troy_A_McDonald had someone threaten to #Dox him over a council vote he took. HB1 makes #Doxing… https://t.co/X9rgNpSzpi,Cyberstalking,19,stuart commisoner  had someone threaten to  him over a council vote he took hb1 makes,0
"@CaptSockPuppet omg jax used terminology to talk to someone :0
and, news flash, when calling you a child he for sur… https://t.co/H34biMsRB6",Cyberstalking,22,"omg jax used terminology to talk to someone 0
and news flash when calling you a child he for sur",0
...#cyberstalking and targeted harassment of victims as well as investigators? Not ro mention use of same to QOVer-… https://t.co/bzRIGNdq2f,Cyberstalking,19,and targeted harassment of victims as well as investigators not ro mention use of same to qover,0
Cyberstalking targets have been left defenseless during Covid-19 pandemic as the perpetrators roam free as non-esse… https://t.co/AWeHCduerb,Cyberstalking,17,cyberstalking targets have been left defenseless during covid19 pandemic as the perpetrators roam free as nonesse,0
@Quack_4321 @AyakaAmano @polkadotkaren @StronzoPUCCi @KayliMills @amtraxVA It happens all of the time with celebrit… https://t.co/cPCeWUQJ2S,Cyberstalking,15,it happens all of the time with celebrit,0
"Oh, looking at a certain individuals twitter time line they are still cyberstalking / gangstalking circumventing a… https://t.co/44Qqbrlsk2",Cyberstalking,18,oh looking at a certain individuals twitter time line they are still cyberstalking  gangstalking circumventing a,0
“People who say they don't care about privacy because they have nothing to hide would change their minds instantly… https://t.co/iAZgZMzhzg,Cyberstalking,20,people who say they dont care about privacy because they have nothing to hide would change their minds instantly,0
